"LEA.Name","School.Code","School.Name","SBE.District","SPG.Grade","SPG.Score","Reading.SPG.Grade","Reading..SPG.Score","Math.SPG.Grade","Math.SPG.Score","EVAAS.Growth.Status","EVAAS.Growth.Score","Overall.Achievement.Score.99","Read.Score.99","Math.Score.99","Science.Score.99","Math.I.Score.99","English.II.Score.99","Biology.Score.99","The.ACT.Score.99","ACT.WorkKeys.Score.99","Math.Course.Rigor.Score.99","Cohort.Grad.Rate.Std.Score.99","State.Gap.Compared"
"Union County Public Schools","900305","New Town Elementary","Southwest","A+NG",88,"A",86,"A",88,"Exceeded",90.7,88,86,88,92,NA,NA,NA,NA,NA,NA,NA,"Y"
"Union County Public Schools","900306","East Elementary","Southwest","F",36,"F",35,"D",44,"NotMet",65.6,29,26,36,19,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900307","Rocky River Elementary","Southwest","B",76,"C",66,"B",81,"Exceeded",86.5,73,62,80,85,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900308","East Union Middle","Southwest","D",52,"C",56,"D",44,"NotMet",66.2,48,48,40,64,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900310","Cuthbertson Middle","Southwest","A",91,"A",89,"A",89,"Exceeded",98.9,89,88,87,91,99,NA,NA,NA,NA,NA,NA,"Y"
"Union County Public Schools","900311","Cuthbertson High","Southwest","A+NG",92,"",NA,"",NA,"Exceeded",94.7,91,NA,NA,NA,89,89,81,90,99,99,99,"Y"
"Union County Public Schools","900312","Fairview Elementary","Southwest","B",75,"B",73,"B",74,"Met",82.3,73,71,73,78,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900314","Monroe Middle","Southwest","D",48,"D",52,"D",40,"NotMet",68.5,43,44,35,58,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900316","Forest Hills High","Southwest","C",64,"",NA,"",NA,"Met",82.7,59,NA,NA,NA,43,53,36,43,75,99,89,""
"Union County Public Schools","900318","Hemby Bridge Elementary","Southwest","B",77,"B",73,"B",82,"Met",81.7,76,72,81,76,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900320","Indian Trail Elementary","Southwest","B",77,"B",76,"B",76,"Exceeded",88,74,74,74,77,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900328","Kensington Elementary","Southwest","B",77,"B",76,"B",79,"NotMet",68.5,80,78,79,83,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900332","Marshville Elementary","Southwest","C",58,"C",58,"C",59,"NotMet",63.4,57,55,57,62,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900334","Marvin Elementary","Southwest","A",86,"B",83,"A",89,"Met",76.9,88,84,92,88,NA,NA,NA,NA,NA,NA,NA,"N"
"Union County Public Schools","900336","Monroe High","Southwest","D",51,"",NA,"",NA,"NotMet",64.7,48,NA,NA,NA,41,32,29,34,49,99,83,""
"Union County Public Schools","900340","New Salem Elementary","Southwest","B",78,"B",77,"B",79,"Met",72.1,79,77,80,83,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900341","Porter Ridge Elementary","Southwest","B",70,"C",67,"B",75,"Exceeded",86.8,66,63,71,58,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900342","Porter Ridge High School","Southwest","B",75,"",NA,"",NA,"Met",73.8,76,NA,NA,NA,59,83,64,66,73,99,99,""
"Union County Public Schools","900343","Porter Ridge Middle School","Southwest","B",71,"B",74,"C",62,"Met",81.2,68,72,59,78,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900344","Parkwood High","Southwest","C",64,"",NA,"",NA,"NotMet",59,66,NA,NA,NA,52,65,47,59,71,99,87,""
"Union County Public Schools","900346","Parkwood Middle","Southwest","C",62,"B",71,"D",54,"NotMet",57.8,63,69,54,72,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900347","Poplin Elementary","Southwest","A+NG",85,"B",82,"A",85,"Exceeded",90.3,83,80,85,87,NA,NA,NA,NA,NA,NA,NA,"Y"
"Union County Public Schools","900348","Piedmont High","Southwest","B",84,"",NA,"",NA,"Exceeded",97,81,NA,NA,NA,78,80,80,71,59,99,93,""
"Union County Public Schools","900350","Piedmont Middle","Southwest","B",72,"B",74,"C",65,"Met",77.7,71,72,64,85,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900351","Rock Rest Elementary","Southwest","C",67,"C",56,"B",82,"Met",76,65,49,84,57,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900352","Prospect Elementary","Southwest","C",63,"C",63,"C",64,"Met",83.2,58,58,59,58,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900353","Sandy Ridge Elementary","Southwest","B",83,"B",83,"B",84,"Met",82.1,83,83,84,82,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900354","Sardis Elementary","Southwest","C",66,"C",62,"B",71,"Met",83.1,61,56,69,57,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900356","Shiloh Elementary","Southwest","B",78,"B",73,"B",82,"Exceeded",85.8,76,70,82,82,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900358","Stallings Elementary","Southwest","B",81,"B",80,"B",77,"Met",83.5,80,79,77,94,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900360","Sun Valley High","Southwest","B",72,"",NA,"",NA,"NotMet",66,74,NA,NA,NA,66,77,59,68,70,93,87,""
"Union County Public Schools","900362","Sun Valley Middle","Southwest","C",66,"B",75,"D",54,"NotMet",57.6,68,74,55,83,99,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900363","Sun Valley Elementary","Southwest","B",80,"B",77,"B",81,"Met",83.8,79,76,82,79,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900364","Union Elementary","Southwest","B",70,"C",69,"B",70,"Met",83.1,67,66,67,72,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900365","South Providence","Southwest","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900366","Central Academy of Technology & Arts","Southwest","A+NG",95,"",NA,"",NA,"Exceeded",93.7,95,NA,NA,NA,99,95,93,93,90,99,99,"Y"
"Union County Public Schools","900367","Union County Early College","Southwest","A+NG",93,"",NA,"",NA,"Met",83.6,95,NA,NA,NA,91,99,86,99,NA,99,99,"Y"
"Union County Public Schools","900368","Unionville Elementary","Southwest","B",83,"B",81,"A",86,"Exceeded",92,81,79,84,76,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900370","Walter Bickett Elementary","Southwest","F",39,"F",35,"D",44,"NotMet",58.9,34,27,40,38,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900372","Waxhaw Elementary","Southwest","C",64,"C",68,"C",63,"Met",77.8,60,64,58,53,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900376","Weddington Elementary","Southwest","A",92,"A",90,"A",93,"Exceeded",87.1,94,91,99,99,NA,NA,NA,NA,NA,NA,NA,"N"
"Union County Public Schools","900377","Weddington High","Southwest","A+NG",89,"",NA,"",NA,"Met",77.1,92,NA,NA,NA,92,90,84,91,86,99,99,"Y"
"Union County Public Schools","900378","Weddington Middle","Southwest","A+NG",93,"A",93,"A",89,"Exceeded",94,93,94,90,99,99,NA,NA,NA,NA,NA,NA,"Y"
"Union County Public Schools","900380","Wesley Chapel Elementary","Southwest","B",83,"B",80,"B",83,"Met",82.9,83,79,84,92,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900384","Western Union Elementary","Southwest","C",65,"C",68,"C",67,"Met",73.2,64,66,65,50,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900388","Wingate Elementary","Southwest","C",57,"D",51,"C",65,"Met",70.3,54,44,64,52,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900391","Marvin Ridge Middle","Southwest","A",93,"A",91,"A",93,"Exceeded",95.6,93,91,92,99,99,NA,NA,NA,NA,NA,NA,"Y"
"Union County Public Schools","900392","Wolfe School","Southwest","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Union County Public Schools","900393","Marvin Ridge High","Southwest","A",93,"",NA,"",NA,"Exceeded",89.1,94,NA,NA,NA,93,93,87,94,86,99,99,"N"
"Vance County Schools","910304","Aycock Elementary","North Central","B",72,"C",68,"B",75,"Met",78.9,71,66,74,76,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910308","Carver Elementary","North Central","D",53,"D",53,"C",58,"NotMet",68.3,50,46,56,35,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910311","Clarke Elementary","North Central","C",60,"D",54,"C",60,"Exceeded",86.1,54,45,58,71,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910314","Dabney Elementary","North Central","C",56,"D",52,"C",59,"Met",80.3,50,46,53,58,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910316","Eaton-Johnson Middle","North Central","F",37,"F",39,"F",32,"Met",82.7,26,28,18,41,65,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910320","Henderson Middle","North Central","F",35,"D",43,"F",31,"NotMet",58.6,29,33,23,32,47,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910340","New Hope Elementary","North Central","D",46,"D",48,"D",48,"Met",84.1,37,41,38,19,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910346","E O Young Jr Elementary","North Central","D",44,"D",49,"F",36,"NotMet",69.1,37,41,30,52,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910356","Pinkston Street Elementary","North Central","C",61,"C",56,"C",64,"Met",82.3,55,51,59,59,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910360","E M Rollins Elementary","North Central","D",42,"D",44,"D",43,"NotMet",59.2,37,39,37,30,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910364","Southern Vance High","North Central","D",49,"",NA,"",NA,"NotMet",56,47,NA,NA,NA,26,26,30,32,66,99,81,""
"Vance County Schools","910368","Western Vance High","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910370","Northern Vance High","North Central","D",46,"",NA,"",NA,"NotMet",50,45,NA,NA,NA,23,32,22,33,60,99,77,""
"Vance County Schools","910376","L B Yancey Elementary","North Central","D",44,"D",40,"D",47,"Met",72.1,37,30,42,46,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910380","Zeb Vance Elementary","North Central","C",60,"C",56,"C",57,"Met",81.9,55,50,52,78,NA,NA,NA,NA,NA,NA,NA,""
"Vance County Schools","910382","Vance Co Early College","North Central","B",77,"",NA,"",NA,"Met",83.2,75,NA,NA,NA,57,85,55,74,NA,99,89,""
"Vance County Schools","910384","STEM Early High","North Central","C",62,"B",70,"C",56,"NotMet",53.1,65,71,57,87,49,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920302","River Bend Elementary","North Central","C",60,"C",55,"C",61,"Met",77.8,56,50,57,75,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920304","Adams Elementary","North Central","B",73,"B",71,"B",76,"Met",73.7,73,70,76,74,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920306","Herbert Akins Rd Elementary","North Central","B",70,"C",68,"B",75,"NotMet",58,73,71,76,74,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920307","Alston Ridge Elementary","North Central","B",81,"B",82,"B",82,"NotMet",63,85,87,84,86,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920308","Apex Elementary","North Central","C",69,"C",66,"B",74,"NotMet",58.6,72,68,74,76,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920312","Apex Middle","North Central","B",78,"B",73,"B",76,"Met",70.7,80,76,77,92,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920316","Apex High","North Central","A+NG",86,"",NA,"",NA,"Met",83.9,87,NA,NA,NA,86,83,80,85,93,91,93,"Y"
"Wake County Schools","920318","Athens Drive High","North Central","B",75,"",NA,"",NA,"Exceeded",92.6,71,NA,NA,NA,61,64,54,73,81,89,83,""
"Wake County Schools","920320","Aversboro Elementary","North Central","C",63,"C",59,"C",67,"Met",73.6,60,56,63,65,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920324","Longview","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920325","Banks Rd Elementary","North Central","B",76,"B",72,"B",77,"Met",78.9,75,72,76,82,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920326","Baileywick Road Elementary","North Central","C",60,"C",58,"C",62,"NotMet",64.8,58,55,59,67,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920327","Ballentine Elementary","North Central","C",67,"C",67,"B",71,"NotMet",59.1,68,68,69,66,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920328","Baucom Elementary","North Central","B",80,"B",78,"B",79,"Met",81.6,79,77,78,89,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920329","Barwell Road Elementary","North Central","D",46,"D",45,"D",44,"Met",70.6,39,38,37,52,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920334","Brassfield Elementary","North Central","A+NG",86,"A",86,"A",85,"Met",73.7,86,86,85,85,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920336","Brentwood Elementary","North Central","C",55,"D",51,"C",63,"NotMet",69.2,52,46,59,46,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920340","Briarcliff Elementary","North Central","C",69,"C",67,"B",71,"NotMet",65.6,70,67,71,77,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920342","Brier Creek Elementary","North Central","C",68,"C",67,"C",68,"NotMet",56.3,70,69,70,74,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920344","Brooks Elementary","North Central","B",70,"C",68,"B",71,"NotMet",68.2,70,69,71,74,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920348","Needham Broughton High","North Central","B",75,"",NA,"",NA,"Exceeded",85.6,72,NA,NA,NA,56,69,54,73,85,91,85,""
"Wake County Schools","920352","Bugg Elementary","North Central","D",44,"D",46,"D",45,"NotMet",56.9,40,43,38,41,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920356","Carnage Middle","North Central","C",68,"C",67,"C",62,"Met",72.1,67,66,61,77,85,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920358","Carpenter Elementary","North Central","B",71,"B",73,"B",70,"NotMet",58.9,75,75,73,78,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920360","Carroll Middle","North Central","D",46,"D",51,"F",39,"NotMet",57,43,47,34,56,55,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920362","Carver Elementary","North Central","C",59,"C",57,"C",61,"Met",76.2,55,51,58,62,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920364","Cary Elementary","North Central","B",74,"B",71,"B",76,"Met",79.1,73,68,77,75,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920368","Cary High","North Central","B",80,"",NA,"",NA,"Exceeded",100,76,NA,NA,NA,64,69,72,71,83,94,85,""
"Wake County Schools","920369","Cedar Fork Elementary","North Central","A+NG",87,"A",85,"A",89,"Met",81.1,89,85,91,92,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920370","Centennial Campus Middle","North Central","D",53,"C",58,"D",42,"NotMet",56.4,52,54,39,74,86,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920376","Combs Elementary","North Central","B",75,"B",73,"B",75,"Met",80.1,74,71,74,79,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920380","Conn Elementary","North Central","C",63,"C",65,"C",59,"NotMet",69.8,61,62,56,75,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920384","Creech Road Elementary","North Central","C",57,"D",47,"C",64,"Met",82.8,50,41,57,59,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920388","Daniels Middle","North Central","C",60,"C",61,"C",56,"NotMet",60.2,60,61,52,71,86,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920390","Davis Drive Elementary","North Central","A+NG",86,"B",84,"A",88,"NotMet",64.3,92,89,94,99,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920391","Davis Drive Middle","North Central","A",86,"B",80,"A",87,"Met",79.6,88,84,87,91,99,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920393","Dillard Drive Elementary","North Central","C",64,"C",58,"C",65,"Met",82,60,54,60,76,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920394","Dillard Drive Middle","North Central","C",63,"C",61,"C",56,"Met",81.2,58,56,51,73,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920396","Douglas Elementary","North Central","C",61,"C",65,"C",61,"NotMet",51.9,64,66,63,59,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920398","Durant Road Elementary","North Central","C",69,"B",72,"C",69,"NotMet",64.3,70,71,70,67,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920399","Durant Road Middle","North Central","C",60,"C",65,"D",51,"NotMet",60.1,60,62,50,74,89,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920400","Reedy Creek Middle","North Central","C",60,"C",59,"D",49,"Met",70.4,57,57,45,79,95,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920402","East Cary Middle","North Central","C",65,"C",68,"C",60,"NotMet",52.1,68,70,62,76,87,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920403","East Garner Elementary","North Central","D",53,"D",51,"D",49,"Met",76.1,47,45,42,69,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920404","East Garner Middle","North Central","D",50,"C",55,"D",41,"NotMet",66.2,46,48,36,61,73,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920408","East Millbrook Middle","North Central","D",51,"D",49,"D",42,"Met",72.2,46,44,36,75,76,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920410","East Wake Middle","North Central","D",47,"D",47,"D",44,"NotMet",69.1,41,40,35,54,78,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920412","William G Enloe High","North Central","B",76,"",NA,"",NA,"Met",80.1,75,NA,NA,NA,66,72,68,75,78,90,82,""
"Wake County Schools","920413","Forestville Road Elementary","North Central","C",63,"C",55,"C",67,"Met",84.2,58,48,63,71,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920414","Farmington Woods Elementary","North Central","B",75,"B",74,"B",73,"Met",79.7,74,75,71,81,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920415","Fox Road Elementary","North Central","D",52,"D",46,"D",53,"Met",77.9,46,40,46,64,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920416","Fuller Elementary","North Central","C",68,"C",64,"B",70,"Met",77.4,65,64,66,69,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920417","Forest Pines Drive Elementary","North Central","C",65,"C",65,"C",66,"NotMet",58.6,66,66,66,65,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920420","Fuquay-Varina Elementary","North Central","C",69,"C",68,"B",71,"Met",72.2,69,66,70,73,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920424","Fuquay-Varina Middle","North Central","C",58,"C",63,"D",48,"NotMet",59.4,58,58,46,84,75,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920428","Fuquay-Varina High","North Central","B",75,"",NA,"",NA,"Exceeded",89,71,NA,NA,NA,66,70,59,68,76,87,80,""
"Wake County Schools","920436","Garner High","North Central","B",70,"",NA,"",NA,"Exceeded",92.5,64,NA,NA,NA,53,62,50,48,79,87,85,""
"Wake County Schools","920438","River Oaks Middle","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920439","Green Hope Elementary","North Central","A",87,"A",86,"A",87,"Met",81.2,88,87,88,91,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920440","Green Elementary","North Central","C",56,"D",52,"C",56,"Met",82.5,50,46,49,66,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920441","Green Hope High","North Central","A+NG",91,"",NA,"",NA,"Exceeded",87.3,91,NA,NA,NA,88,90,84,89,95,99,99,"Y"
"Wake County Schools","920442","Hilburn Drive Academy","North Central","B",76,"B",75,"B",74,"Exceeded",88.2,73,72,70,79,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920443","Highcroft Elementary","North Central","B",84,"A",85,"A",85,"NotMet",55.1,91,91,92,92,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920444","Heritage Middle","North Central","B",83,"B",82,"B",80,"Exceeded",90.3,82,81,77,89,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920445","Heritage High","North Central","B",77,"",NA,"",NA,"Exceeded",86.6,75,NA,NA,NA,68,70,60,70,85,92,90,""
"Wake County Schools","920446","Hodge Road Elementary","North Central","F",38,"D",42,"F",37,"NotMet",61,32,32,32,30,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920447","Holly Springs Elementary","North Central","B",82,"B",82,"B",81,"Met",84.5,82,83,79,86,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920448","Hunter Elementary","North Central","C",61,"C",63,"C",64,"NotMet",63.4,61,61,60,62,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920449","Holly Ridge Elementary","North Central","B",70,"C",69,"B",74,"NotMet",59.5,73,71,74,75,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920450","Holly Ridge Middle","North Central","C",66,"C",68,"C",59,"NotMet",56,68,69,59,77,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920451","Harris Creek Elementary","North Central","C",65,"C",67,"C",66,"NotMet",63,65,66,64,64,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920452","Jeffreys Grove Elementary","North Central","B",71,"C",67,"B",75,"NotMet",62.2,74,69,76,84,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920453","Jones Dairy Elementary","North Central","B",80,"B",79,"B",82,"NotMet",61.8,84,82,86,84,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920454","Heritage Elementary","North Central","B",77,"B",77,"B",78,"NotMet",59.9,82,81,82,85,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920455","Holly Springs High","North Central","A+NG",85,"",NA,"",NA,"Exceeded",97.5,82,NA,NA,NA,73,78,75,78,90,99,95,"Y"
"Wake County Schools","920456","Joyner Elementary","North Central","B",74,"B",74,"B",76,"Met",77.4,73,72,75,69,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920457","Holly Grove Elementary","North Central","B",80,"B",80,"B",80,"NotMet",60.9,85,83,85,89,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920458","Holly Grove Middle","North Central","B",71,"B",72,"C",58,"Met",77.1,70,71,58,88,94,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920460","Kingswood Elementary","North Central","C",69,"C",63,"B",70,"Met",76.7,67,61,68,79,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920464","Knightdale Elementary","North Central","D",52,"D",46,"C",58,"NotMet",68.8,48,41,52,55,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920466","Knightdale High","North Central","C",56,"",NA,"",NA,"NotMet",59.9,55,NA,NA,NA,35,45,32,36,66,92,89,""
"Wake County Schools","920467","Laurel Park Elementary","North Central","B",76,"B",80,"B",74,"NotMet",63.8,79,82,76,79,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920468","Lacy Elementary","North Central","B",72,"B",71,"B",74,"NotMet",64.5,74,73,73,80,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920469","Leesville Road Elementary","North Central","C",69,"B",72,"B",70,"NotMet",61.4,71,72,72,66,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920470","Lead Mine Elementary","North Central","C",58,"C",58,"C",63,"NotMet",59.8,58,56,61,54,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920471","Leesville Road Middle","North Central","B",75,"B",73,"C",68,"Exceeded",90.9,71,70,63,83,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920472","Ligon Middle","North Central","C",66,"C",67,"C",61,"NotMet",59.6,68,68,60,78,90,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920473","Leesville Road High","North Central","A+NG",85,"",NA,"",NA,"Exceeded",100,81,NA,NA,NA,81,76,71,76,84,99,92,"Y"
"Wake County Schools","920474","Lake Myra Elementary","North Central","C",56,"D",54,"D",54,"NotMet",58.4,56,53,53,76,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920476","Lincoln Heights Elementary","North Central","D",46,"D",44,"D",49,"NotMet",59.3,43,41,43,49,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920480","Lockhart Elementary","North Central","C",57,"C",56,"C",56,"Met",77.7,52,49,52,59,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920484","Lufkin Road Middle","North Central","B",83,"B",80,"B",79,"Exceeded",88.4,82,80,78,92,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920488","Lynn Road Elementary","North Central","C",62,"C",61,"C",61,"Exceeded",85.3,56,56,55,61,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920492","Martin Middle","North Central","B",76,"C",67,"B",73,"Exceeded",86.2,73,69,68,84,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920494","Middle Creek Elementary","North Central","B",74,"B",71,"B",76,"NotMet",60.4,77,74,79,82,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920495","Middle Creek High","North Central","B",84,"",NA,"",NA,"Exceeded",100,80,NA,NA,NA,69,77,73,76,87,95,89,""
"Wake County Schools","920496","Millbrook Elementary","North Central","D",52,"D",51,"C",55,"NotMet",62.4,49,48,50,48,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920500","Millbrook High","North Central","B",81,"",NA,"",NA,"Exceeded",99.7,77,NA,NA,NA,60,73,67,70,83,95,90,""
"Wake County Schools","920501","Mills Park Elementary","North Central","A",88,"B",83,"A",89,"Met",82.5,89,87,89,92,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920502","Mills Park Middle","North Central","A",86,"B",81,"B",83,"Exceeded",90.2,85,83,83,94,99,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920504","Morrisville Elementary","North Central","A+NG",88,"A",87,"A",86,"Met",74.8,91,89,91,94,NA,NA,NA,NA,NA,NA,NA,"Y"
"Wake County Schools","920506","Moore Square Museum Magnet Middle","North Central","C",59,"D",54,"D",52,"Met",83,53,51,44,73,90,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920508","Mount Vernon","North Central","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920512","North Garner Middle","North Central","C",63,"C",60,"C",57,"Exceeded",89,57,55,49,74,99,NA,NA,NA,NA,NA,NA,""
"Wake County Schools","920514","North Forest Pines Elementary","North Central","B",72,"B",70,"B",73,"NotMet",66.1,73,72,72,81,NA,NA,NA,NA,NA,NA,NA,""
